polymer,span_L,n_repeats,oligomer,oligomer_cp_mapped,cp_span_measured,cp_span_expected,span_ok,status
*c1ccc(-c2cc3cc4c(=O)n(C)c5nc(-c6ccc(-c7cc8c(C)c9sc(*)cc9c(C)c8s7)s6)cc6cc7c(=O)n(C)c(n2)c3c7c4c65)s1,22,1,Cc1c2cc(-c3ccc(-c4cc5cc6c(=O)n(C)c7nc(-c8cccs8)cc8cc9c(=O)n(C)c(n4)c5c9c6c87)s3)sc2c(C)c2ccsc12,Cc1c2c[cH:2]sc2c(C)c2cc(-c3ccc(-c4cc5cc6c(=O)n(C)c7nc(-c8cc[cH:1]s8)cc8cc9c(=O)n(C)c(n4)c5c9c6c87)s3)sc12,22,22,True,ok
*c1cc2sc(C3=C4C(=O)N(C)C(c5cc6sc(-c7cc8sc(*)cc8s7)cc6s5)=C4C(=O)N3C)cc2s1,18,1,CN1C(=O)C2=C(c3cc4sc(-c5cc6sccc6s5)cc4s3)N(C)C(=O)C2=C1c1cc2sccc2s1,CN1C(=O)C2=C(c3cc4s[cH:1]cc4s3)N(C)C(=O)C2=C1c1cc2sc(-c3cc4s[cH:2]cc4s3)cc2s1,18,18,True,ok
*c1ccc(-c2cc3sc(C4=C5C(=O)N(C)C(c6cc7sc(*)cc7s6)=C5C(=O)N4C)cc3s2)cc1,17,1,CN1C(=O)C2=C(c3cc4sc(-c5ccccc5)cc4s3)N(C)C(=O)C2=C1c1cc2sccc2s1,CN1C(=O)C2=C(c3cc4s[cH:2]cc4s3)N(C)C(=O)C2=C1c1cc2sc(-c3cc[cH:1]cc3)cc2s1,17,17,True,ok
*c1ccc(-c2ccc(-c3cc4c(cc(*)c5c(=O)n(C)c(=O)c54)c4c(=O)n(C)c(=O)c34)s2)s1,11,2,Cn1c(=O)c2ccc3c(cc(-c4ccc(-c5ccc(-c6cc7c(cc(-c8ccc(-c9cccs9)s8)c8c(=O)n(C)c(=O)c87)c7c(=O)n(C)c(=O)c67)s5)s4)c4c(=O)n(C)c(=O)c43)c2c1=O,Cn1c(=O)c2c(-c3ccc(-c4ccc(-c5cc6c(c[cH:2]c7c(=O)n(C)c(=O)c67)c6c(=O)n(C)c(=O)c56)s4)s3)cc3c(cc(-c4ccc(-c5cc[cH:1]s5)s4)c4c(=O)n(C)c(=O)c43)c2c1=O,23,23,True,ok
*c1ccc(C2=C/C(=C3/C=C(c4ccc(-c5cc6sc(*)cc6s5)s4)N(C)C3=O)C(=O)N2C)s1,16,1,CN1C(=O)/C(=C2\C=C(c3ccc(-c4cc5sccc5s4)s3)N(C)C2=O)C=C1c1cccs1,CN1C(=O)/C(=C2\C=C(c3cc[cH:1]s3)N(C)C2=O)C=C1c1ccc(-c2cc3s[cH:2]cc3s2)s1,16,16,True,ok
*c1cc2ccc3cc(-c4ccc(C5=C6C(=O)N(C)C(c7ccc(*)s7)=C6C(=O)N5C)s4)cc4ccc(c1)c2c34,17,1,CN1C(=O)C2=C(c3ccc(-c4cc5ccc6cccc7ccc(c4)c5c67)s3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3cc[cH:2]s3)N(C)C(=O)C2=C1c1ccc(-c2cc3ccc4c[cH:1]cc5ccc(c2)c3c45)s1,17,17,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5cc6ccc7c(ccc8cc(*)sc87)c6s5)s4)=C3C(=O)N2C)s1,17,1,CN1C(=O)C2=C(c3ccc(-c4cc5ccc6c(ccc7ccsc76)c5s4)s3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3cc[cH:1]s3)N(C)C(=O)C2=C1c1ccc(-c2cc3ccc4c(ccc5c[cH:2]sc54)c3s2)s1,17,17,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5cc6cc7sc(*)cc7cc6s5)s4)=C3C(=O)N2C)s1,16,1,CN1C(=O)C2=C(c3ccc(-c4cc5cc6sccc6cc5s4)s3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3cc[cH:1]s3)N(C)C(=O)C2=C1c1ccc(-c2cc3cc4s[cH:2]cc4cc3s2)s1,16,16,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5cc6sc7cc(*)sc7c6s5)s4)=C3C(=O)N2C)s1,15,1,CN1C(=O)C2=C(c3ccc(-c4cc5sc6ccsc6c5s4)s3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3cc[cH:1]s3)N(C)C(=O)C2=C1c1ccc(-c2cc3sc4c[cH:2]sc4c3s2)s1,15,15,True,ok
*c1ccc(/C=C/c2ccc(-c3cc4c5c6c(c7sc(*)cc7c7c6c(c4s3)C(=O)N(C)C7=O)C(=O)N(C)C5=O)s2)s1,16,1,CN1C(=O)c2c3ccsc3c3c4c(c5cc(-c6ccc(/C=C/c7cccs7)s6)sc5c(c24)C1=O)C(=O)N(C)C3=O,CN1C(=O)c2c3cc(-c4ccc(/C=C/c5cc[cH:1]s5)s4)sc3c3c4c(c5c[cH:2]sc5c(c24)C1=O)C(=O)N(C)C3=O,16,16,True,ok
*c1cc2c3c4c(c5sc(-c6cc7ccc8c(ccc9cc(*)sc98)c7s6)cc5c5c4c(c2s1)C(=O)N(C)C5=O)C(=O)N(C)C3=O,16,1,CN1C(=O)c2c3ccsc3c3c4c(c5cc(-c6cc7ccc8c(ccc9ccsc98)c7s6)sc5c(c24)C1=O)C(=O)N(C)C3=O,CN1C(=O)c2c3cc(-c4cc5ccc6c(ccc7c[cH:2]sc76)c5s4)sc3c3c4c(c5c[cH:1]sc5c(c24)C1=O)C(=O)N(C)C3=O,16,16,True,ok
*/C=C/c1cc2c3c4c(c5sc(*)cc5c5c4c(c2s1)C(=O)N(C)C5=O)C(=O)N(C)C3=O,10,2,C=Cc1cc2c3c4c(c5sc(C=Cc6cc7c8c9c(c%10sccc%10c%10c9c(c7s6)C(=O)N(C)C%10=O)C(=O)N(C)C8=O)cc5c5c4c(c2s1)C(=O)N(C)C5=O)C(=O)N(C)C3=O,CN1C(=O)c2c3cc(C=Cc4cc5c6c7c(c8s[cH:2]cc8c8c7c(c5s4)C(=O)N(C)C8=O)C(=O)N(C)C6=O)sc3c3c4c(c5cc(C=[CH2:1])sc5c(c24)C1=O)C(=O)N(C)C3=O,21,21,True,ok
*c1cc2c3c4c(c5sc(-c6cc7c(cc(*)c8nsnc87)c7nsnc67)cc5c5c4c(c2s1)C(=O)N(C)C5=O)C(=O)N(C)C3=O,14,1,CN1C(=O)c2c3ccsc3c3c4c(c5cc(-c6cc7c(ccc8nsnc87)c7nsnc67)sc5c(c24)C1=O)C(=O)N(C)C3=O,CN1C(=O)c2c3cc(-c4cc5c(c[cH:2]c6nsnc56)c5nsnc45)sc3c3c4c(c5c[cH:1]sc5c(c24)C1=O)C(=O)N(C)C3=O,14,14,True,ok
*c1cc2c3c4c(c5sc(-c6ccc(*)c7nsnc67)cc5c5c4c(c2s1)C(=O)N(C)C5=O)C(=O)N(C)C3=O,12,2,CN1C(=O)c2c3ccsc3c3c4c(c5cc(-c6ccc(-c7cc8c9c%10c(c%11sc(-c%12cccc%13nsnc%12%13)cc%11c%11c%10c(c8s7)C(=O)N(C)C%11=O)C(=O)N(C)C9=O)c7nsnc67)sc5c(c24)C1=O)C(=O)N(C)C3=O,CN1C(=O)c2c3cc(-c4ccc(-c5cc6c7c8c(c9s[cH:1]cc9c9c8c(c6s5)C(=O)N(C)C9=O)C(=O)N(C)C7=O)c5nsnc45)sc3c3c4c(c5cc(-c6cc[cH:2]c7nsnc67)sc5c(c24)C1=O)C(=O)N(C)C3=O,25,25,True,ok
*C(C#N)=c1sc2c(s1)c1c(=O)n(C)c(=O)c3c4sc(=C(C#N)c5ccc(*)s5)sc4c4c(=O)n(C)c(=O)c2c4c13,13,1,Cn1c(=O)c2c3sc(=CC#N)sc3c3c(=O)n(C)c(=O)c4c5sc(=C(C#N)c6cccs6)sc5c(c1=O)c2c34,Cn1c(=O)c2c3sc(=C(C#N)c4cc[cH:2]s4)sc3c3c(=O)n(C)c(=O)c4c5sc(=[CH:1]C#N)sc5c(c1=O)c2c34,13,13,True,ok
*c1ccc2c(c1)c(=O)n(C)c1nc3cc(-c4ccc(/C=C/c5ccc(*)s5)s4)ccc3cc21,17,1,Cn1c(=O)c2ccccc2c2cc3ccc(-c4ccc(/C=C/c5cccs5)s4)cc3nc21,Cn1c(=O)c2c[cH:1]ccc2c2cc3ccc(-c4ccc(/C=C/c5cc[cH:2]s5)s4)cc3nc21,17,17,True,ok
*c1ccc2c(c1)c(=O)n(C)c1nc3cc(-c4ccc(-c5ccc(-c6ccc(*)s6)c6nsnc56)s4)ccc3cc21,19,1,Cn1c(=O)c2ccccc2c2cc3ccc(-c4ccc(-c5ccc(-c6cccs6)c6nsnc56)s4)cc3nc21,Cn1c(=O)c2c[cH:1]ccc2c2cc3ccc(-c4ccc(-c5ccc(-c6cc[cH:2]s6)c6nsnc56)s4)cc3nc21,19,19,True,ok
*c1cnc(C2=C3C(=O)N(C)C(c4cnc(-c5sc(*)c(F)c5F)cn4)=C3C(=O)N2C)cn1,14,1,CN1C(=O)C2=C(c3cnc(-c4scc(F)c4F)cn3)N(C)C(=O)C2=C1c1cnccn1,CN1C(=O)C2=C(c3cn[cH:1]cn3)N(C)C(=O)C2=C1c1cnc(-c2s[cH:2]c(F)c2F)cn1,14,14,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5ccc(*)c6nsnc56)s4)=C3C(=O)N2C)s1,13,1,CN1C(=O)C2=C(c3ccc(-c4cccc5nsnc45)s3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3cc[cH:1]s3)N(C)C(=O)C2=C1c1ccc(-c2cc[cH:2]c3nsnc23)s1,13,13,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5c6nsnc6c(*)c6nc(C)c(C)nc56)s4)=C3C(=O)N2C)s1,13,1,Cc1nc2cc3nsnc3c(-c3ccc(C4=C5C(=O)N(C)C(c6cccs6)=C5C(=O)N4C)s3)c2nc1C,Cc1nc2c(-c3ccc(C4=C5C(=O)N(C)C(c6cc[cH:1]s6)=C5C(=O)N4C)s3)c3nsnc3[cH:2]c2nc1C,13,13,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5ccc(*)[se]5)[se]4)=C3C(=O)N2C)[se]1,12,2,CN1C(=O)C2=C(c3ccc(-c4ccc(-c5ccc(C6=C7C(=O)N(C)C(c8ccc(-c9ccc[se]9)[se]8)=C7C(=O)N6C)[se]5)[se]4)[se]3)N(C)C(=O)C2=C1c1ccc[se]1,CN1C(=O)C2=C(c3ccc(-c4cc[cH:2][se]4)[se]3)N(C)C(=O)C2=C1c1ccc(-c2ccc(-c3ccc(C4=C5C(=O)N(C)C(c6cc[cH:1][se]6)=C5C(=O)N4C)[se]3)[se]2)[se]1,25,25,True,ok
*c1ccc(C2=N/C(=C3/N=C(c4ccc(-c5cc6sc(*)cc6s5)s4)N(C)C3=O)C(=O)N2C)s1,16,1,CN1C(=O)/C(=C2\N=C(c3ccc(-c4cc5sccc5s4)s3)N(C)C2=O)N=C1c1cccs1,CN1C(=O)/C(=C2\N=C(c3cc[cH:1]s3)N(C)C2=O)N=C1c1ccc(-c2cc3s[cH:2]cc3s2)s1,16,16,True,ok
*c1ccc(C2=N/C(=C3/N=C(c4ccc(-c5ccc(-c6ccc(*)s6)s5)s4)N(C)C3=O)C(=O)N2C)s1,17,1,CN1C(=O)/C(=C2\N=C(c3ccc(-c4ccc(-c5cccs5)s4)s3)N(C)C2=O)N=C1c1cccs1,CN1C(=O)/C(=C2\N=C(c3cc[cH:1]s3)N(C)C2=O)N=C1c1ccc(-c2ccc(-c3cc[cH:2]s3)s2)s1,17,17,True,ok
*c1ccc(C2=N/C(=C3/N=C(c4ccc(-c5cc6c(C)c7sc(*)cc7c(C)c6s5)s4)N(C)C3=O)C(=O)N2C)s1,18,1,Cc1c2cc(-c3ccc(C4=N/C(=C5/N=C(c6cccs6)N(C)C5=O)C(=O)N4C)s3)sc2c(C)c2ccsc12,Cc1c2c[cH:2]sc2c(C)c2cc(-c3ccc(C4=N/C(=C5/N=C(c6cc[cH:1]s6)N(C)C5=O)C(=O)N4C)s3)sc12,18,18,True,ok
*c1cc2c3c(c(-c4[se]c5c(C)c(*)[se]c5c4C)cc4c3c1C(=O)N(C)C4=O)C(=O)N(C)C2=O,10,2,Cc1c[se]c2c(C)c(-c3cc4c5c(c(-c6[se]c7c(C)c(-c8cc9c%10c(ccc%11c%10c8C(=O)N(C)C%11=O)C(=O)N(C)C9=O)[se]c7c6C)cc6c5c3C(=O)N(C)C6=O)C(=O)N(C)C4=O)[se]c12,Cc1c(-c2cc3c4c(c(-c5[se]c6c(C)[cH:2][se]c6c5C)cc5c4c2C(=O)N(C)C5=O)C(=O)N(C)C3=O)[se]c2c(C)c(-c3cc4c5c([cH:1]cc6c5c3C(=O)N(C)C6=O)C(=O)N(C)C4=O)[se]c12,21,21,True,ok
*c1cc2cc3[se]c(-c4cc5c6c(c(*)cc7c6c4C(=O)N(C)C7=O)C(=O)N(C)C5=O)cc3cc2[se]1,12,2,CN1C(=O)c2ccc3c4c(c(-c5cc6cc7[se]c(-c8cc9c%10c(c(-c%11cc%12cc%13[se]ccc%13cc%12[se]%11)cc%11c%10c8C(=O)N(C)C%11=O)C(=O)N(C)C9=O)cc7cc6[se]5)cc(c24)C1=O)C(=O)N(C)C3=O,CN1C(=O)c2cc(-c3cc4cc5[se][cH:1]cc5cc4[se]3)c3c4c(cc(-c5cc6cc7[se]c(-c8cc9c%10c([cH:2]cc%11c%10c8C(=O)N(C)C%11=O)C(=O)N(C)C9=O)cc7cc6[se]5)c(c24)C1=O)C(=O)N(C)C3=O,25,25,True,ok
*c1ccc(-c2ccc3c(c2)c(=O)c2cc4c(cc2n3C)c(=O)c2cc(-c3ccc(-c5ccc(*)c6nsnc56)s3)ccc2n4C)s1,21,1,Cn1c2ccc(-c3cccs3)cc2c(=O)c2cc3c(cc21)c(=O)c1cc(-c2ccc(-c4cccc5nsnc45)s2)ccc1n3C,Cn1c2ccc(-c3ccc(-c4cc[cH:2]c5nsnc45)s3)cc2c(=O)c2cc3c(cc21)c(=O)c1cc(-c2cc[cH:1]s2)ccc1n3C,21,21,True,ok
*c1ccc(-c2ccc(-c3sc(C4=C5C(=C(c6cc(C)c(*)s6)c6ccccc65)c5ccccc54)cc3C)s2)s1,15,1,Cc1csc(C2=C3C(=C(c4cc(C)c(-c5ccc(-c6cccs6)s5)s4)c4ccccc43)c3ccccc32)c1,Cc1cc(C2=C3C(=C(c4cc(C)[cH:2]s4)c4ccccc43)c3ccccc32)sc1-c1ccc(-c2cc[cH:1]s2)s1,15,15,True,ok
*c1ccc2c(c1)[nH]c1cc(-c3ccc(C4=C5C(=O)N(C)C(c6ccc(*)s6)=C5C(=O)N4C)s3)ccc12,16,1,CN1C(=O)C2=C(c3ccc(-c4ccc5c(c4)[nH]c4ccccc45)s3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3cc[cH:2]s3)N(C)C(=O)C2=C1c1ccc(-c2ccc3c(c2)[nH]c2c[cH:1]ccc23)s1,16,16,True,ok
*c1ccc2c(c1)N(C)C(=O)/C2=C1/C(=O)N(C)c2cc3c(cc21)N(C)C(=O)/C3=C1/C(=O)N(C)c2cc(-c3ccc(/C=C/c4ccc(*)s4)s3)ccc21,23,1,CN1C(=O)/C(=C2/C(=O)N(C)c3cc4c(cc32)N(C)C(=O)/C4=C2/C(=O)N(C)c3cc(-c4ccc(/C=C/c5cccs5)s4)ccc32)c2ccccc21,CN1C(=O)/C(=C2/C(=O)N(C)c3cc4c(cc32)N(C)C(=O)/C4=C2/C(=O)N(C)c3c[cH:1]ccc32)c2ccc(-c3ccc(/C=C/c4cc[cH:2]s4)s3)cc21,23,23,True,ok
*c1ccc2c(c1)N(C)C(=O)/C2=C1/C(=O)Oc2c1ccc1c3c(ccc21)/C(=C1\C(=O)N(C)c2cc(-c4cc5sc(*)cc5s4)ccc21)C(=O)O3,22,1,CN1C(=O)/C(=C2/C(=O)Oc3c2ccc2c4c(ccc32)/C(=C2\C(=O)N(C)c3cc(-c5cc6sccc6s5)ccc32)C(=O)O4)c2ccccc21,CN1C(=O)/C(=C2/C(=O)Oc3c2ccc2c4c(ccc32)/C(=C2\C(=O)N(C)c3c[cH:1]ccc32)C(=O)O4)c2ccc(-c3cc4s[cH:2]cc4s3)cc21,22,22,True,ok
*c1ccc(-c2cc3c(s2)-c2sc(*)cc2B2c4cc(C)sc4-c4sc(C)cc4N23)s1,8,2,Cc1cc2c(s1)-c1sc(C)cc1N1B2c2ccsc2-c2sc(-c3ccc(-c4cc5c(s4)-c4sc(-c6cccs6)cc4N4B5c5cc(C)sc5-c5sc(C)cc54)s3)cc21,Cc1cc2c(s1)-c1sc(C)cc1N1B2c2cc(-c3ccc(-c4cc5c(s4)-c4s[cH:2]cc4B4c6cc(C)sc6-c6sc(C)cc6N45)s3)sc2-c2sc(-c3cc[cH:1]s3)cc21,17,17,True,ok
*c1ccc(-c2cc3c(Cl)c4c(cc3s2)/C(=C2\C(=O)N(C)c3c2cc2sc(*)cc2c3Cl)C(=O)N4C)s1,14,1,CN1C(=O)/C(=C2/C(=O)N(C)c3c2cc2sc(-c4cccs4)cc2c3Cl)c2cc3sccc3c(Cl)c21,CN1C(=O)/C(=C2/C(=O)N(C)c3c2cc2s[cH:2]cc2c3Cl)c2cc3sc(-c4cc[cH:1]s4)cc3c(Cl)c21,14,14,True,ok
*c1ccc2c(c1)N(C)C(=O)/C2=C\c1ccc(/C=C/c2ccc(/C=C3\C(=O)N(C)c4cc(-c5ccc(/C=C/c6ccc(*)s6)s5)ccc43)s2)s1,27,1,CN1C(=O)/C(=C\c2ccc(/C=C/c3ccc(/C=C4\C(=O)N(C)c5cc(-c6ccc(/C=C/c7cccs7)s6)ccc54)s3)s2)c2ccccc21,CN1C(=O)/C(=C\c2ccc(/C=C/c3ccc(/C=C4\C(=O)N(C)c5c[cH:1]ccc54)s3)s2)c2ccc(-c3ccc(/C=C/c4cc[cH:2]s4)s3)cc21,27,27,True,ok
*c1ccc(-c2ccc(-c3ccc(-c4nc5cc6c(cc5n(C)c4=O)nc(-c4ccc(*)s4)c(=O)n6C)s3)s2)s1,19,1,Cn1c(=O)c(-c2cccs2)nc2cc3c(cc21)nc(-c1ccc(-c2ccc(-c4cccs4)s2)s1)c(=O)n3C,Cn1c(=O)c(-c2ccc(-c3ccc(-c4cc[cH:1]s4)s3)s2)nc2cc3c(cc21)nc(-c1cc[cH:2]s1)c(=O)n3C,19,19,True,ok
*c1ccc(/C=C/c2ccc(-c3cc4sc(C5=C6C(=O)N(C)C(c7cc8sc(*)cc8s7)=C6C(=O)N5C)cc4s3)s2)s1,21,1,CN1C(=O)C2=C(c3cc4sc(-c5ccc(/C=C/c6cccs6)s5)cc4s3)N(C)C(=O)C2=C1c1cc2sccc2s1,CN1C(=O)C2=C(c3cc4s[cH:2]cc4s3)N(C)C(=O)C2=C1c1cc2sc(-c3ccc(/C=C/c4cc[cH:1]s4)s3)cc2s1,21,21,True,ok
*c1ccc(/C=C/c2ccc(-c3cnc(C4=C5C(=O)N(C)C(c6ncc(*)s6)=C5C(=O)N4C)s3)s2)s1,17,1,CN1C(=O)C2=C(c3ncc(-c4ccc(/C=C/c5cccs5)s4)s3)N(C)C(=O)C2=C1c1nccs1,CN1C(=O)C2=C(c3nc[cH:2]s3)N(C)C(=O)C2=C1c1ncc(-c2ccc(/C=C/c3cc[cH:1]s3)s2)s1,17,17,True,ok
*c1ccc2sc(C3=C4C(=O)N(C)C(c5cc6cc(-c7ccc(/C=C/c8ccc(*)s8)s7)ccc6s5)=C4C(=O)N3C)cc2c1,21,1,CN1C(=O)C2=C(c3cc4cc(-c5ccc(/C=C/c6cccs6)s5)ccc4s3)N(C)C(=O)C2=C1c1cc2ccccc2s1,CN1C(=O)C2=C(c3cc4c[cH:1]ccc4s3)N(C)C(=O)C2=C1c1cc2cc(-c3ccc(/C=C/c4cc[cH:2]s4)s3)ccc2s1,21,21,True,ok
*c1ccc2c(n1)N(C)C(=O)/C2=C1/C(=O)N(C)c2nc(-c3ccc(*)c4nsnc34)ccc21,13,1,CN1C(=O)/C(=C2/C(=O)N(C)c3nc(-c4cccc5nsnc45)ccc32)c2cccnc21,CN1C(=O)/C(=C2/C(=O)N(C)c3n[cH:1]ccc32)c2ccc(-c3cc[cH:2]c4nsnc34)nc21,13,13,True,ok
*c1ccc(-c2ccc(-c3ccc(C4=C5C(=O)N(C)C(c6ccc(*)s6)=C5C(=O)N4C)s3)cn2)cc1,17,1,CN1C(=O)C2=C(c3ccc(-c4ccc(-c5ccccc5)nc4)s3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3cc[cH:2]s3)N(C)C(=O)C2=C1c1ccc(-c2ccc(-c3cc[cH:1]cc3)nc2)s1,17,17,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5ccc(-c6ccc(*)s6)nc5)s4)=C3C(=O)N2C)s1,16,1,CN1C(=O)C2=C(c3ccc(-c4ccc(-c5cccs5)nc4)s3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3cc[cH:1]s3)N(C)C(=O)C2=C1c1ccc(-c2ccc(-c3cc[cH:2]s3)nc2)s1,16,16,True,ok
*c1cc2c(s1)c1cc3c(cc1n2C)c1sc(-c2ccc(*)c4nsnc24)cc1n3C,13,1,Cn1c2cc3c4sc(-c5cccc6nsnc56)cc4n(C)c3cc2c2sccc21,Cn1c2cc3c4s[cH:1]cc4n(C)c3cc2c2sc(-c3cc[cH:2]c4nsnc34)cc21,13,13,True,ok
*c1cc2c(s1)c1cc3c(cc1n2C)c1sc(-c2c(F)c(F)c(*)c4nsnc24)cc1n3C,13,1,Cn1c2cc3c4sc(-c5c(F)c(F)cc6nsnc56)cc4n(C)c3cc2c2sccc21,Cn1c2cc3c4s[cH:1]cc4n(C)c3cc2c2sc(-c3c(F)c(F)[cH:2]c4nsnc34)cc21,13,13,True,ok
*c1cc2c(s1)c1cc3c(cc1n2C)c1sc(-c2sc(*)c4c2C(=O)N(C)C4=O)cc1n3C,12,2,CN1C(=O)c2csc(-c3cc4c(s3)c3cc5c(cc3n4C)c3sc(-c4sc(-c6cc7c(s6)c6cc8c(cc6n7C)c6sccc6n8C)c6c4C(=O)N(C)C6=O)cc3n5C)c2C1=O,CN1C(=O)c2c(-c3cc4c(s3)c3cc5c(cc3n4C)c3sc(-c4s[cH:2]c6c4C(=O)N(C)C6=O)cc3n5C)sc(-c3cc4c(s3)c3cc5c(cc3n4C)c3s[cH:1]cc3n5C)c2C1=O,25,25,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5sc6c(sc7c(C)c(*)sc76)c5C)s4)=C3C(=O)N2C)s1,15,1,Cc1csc2c1sc1c(C)c(-c3ccc(C4=C5C(=O)N(C)C(c6cccs6)=C5C(=O)N4C)s3)sc12,Cc1c(-c2ccc(C3=C4C(=O)N(C)C(c5cc[cH:1]s5)=C4C(=O)N3C)s2)sc2c1sc1c(C)[cH:2]sc12,15,15,True,ok
*c1ccc(C2=c3nc4c(nc3N(C)C2=O)=C(c2ccc(-c3ccc(-c5ccc(*)s5)s3)cc2)C(=O)N4C)cc1,19,1,CN1C(=O)C(c2ccccc2)=c2nc3c(nc21)=C(c1ccc(-c2ccc(-c4cccs4)s2)cc1)C(=O)N3C,CN1C(=O)C(c2ccc(-c3ccc(-c4cc[cH:2]s4)s3)cc2)=c2nc3c(nc21)=C(c1cc[cH:1]cc1)C(=O)N3C,19,19,True,ok
*c1ccc(-c2ccc(C3=C4C(=O)N(C)C(c5ccc(*)o5)=C4C(=O)N3C)o2)cc1,13,1,CN1C(=O)C2=C(c3ccc(-c4ccccc4)o3)N(C)C(=O)C2=C1c1ccco1,CN1C(=O)C2=C(c3cc[cH:2]o3)N(C)C(=O)C2=C1c1ccc(-c2cc[cH:1]cc2)o1,13,13,True,ok
*c1ccc2cc(-c3ccc(C4=C5C(=O)N(C)C(c6ccc(*)o6)=C5C(=O)N4C)o3)ccc2c1,15,1,CN1C(=O)C2=C(c3ccc(-c4ccc5ccccc5c4)o3)N(C)C(=O)C2=C1c1ccco1,CN1C(=O)C2=C(c3cc[cH:2]o3)N(C)C(=O)C2=C1c1ccc(-c2ccc3c[cH:1]ccc3c2)o1,15,15,True,ok
*c1ccc(-c2ccc(-c3ccc(*)c4c3C(=O)N(C)C4=O)s2)s1,9,2,CN1C(=O)c2cccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7cccs7)s6)c6c5C(=O)N(C)C6=O)s4)s3)c2C1=O,CN1C(=O)c2c(-c3ccc(-c4ccc(-c5cc[cH:2]c6c5C(=O)N(C)C6=O)s4)s3)ccc(-c3ccc(-c4cc[cH:1]s4)s3)c2C1=O,19,19,True,ok
*c1cc2c3cc4c(cc3c3cc(-c5sc(-c6cc(C)c(*)s6)cc5C)sc3c2s1)C(=O)N(C)C4=O,11,2,Cc1csc(-c2cc(C)c(-c3cc4c5cc6c(cc5c5cc(-c7sc(-c8cc(C)c(-c9cc%10c%11cc%12c(cc%11c%11ccsc%11c%10s9)C(=O)N(C)C%12=O)s8)cc7C)sc5c4s3)C(=O)N(C)C6=O)s2)c1,Cc1cc(-c2cc(C)c(-c3cc4c5cc6c(cc5c5c[cH:1]sc5c4s3)C(=O)N(C)C6=O)s2)sc1-c1cc2c3cc4c(cc3c3cc(-c5sc(-c6cc(C)[cH:2]s6)cc5C)sc3c2s1)C(=O)N(C)C4=O,23,23,True,ok
*c1cc2c(OC)c3sc(-c4cc5c6cc7c(cc6c6cc(*)sc6c5s4)C(=O)N(C)C7=O)cc3c(OC)c2s1,12,2,COc1c2cc(-c3cc4c5cc6c(cc5c5cc(-c7cc8c(OC)c9sc(-c%10cc%11c%12cc%13c(cc%12c%12ccsc%12c%11s%10)C(=O)N(C)C%13=O)cc9c(OC)c8s7)sc5c4s3)C(=O)N(C)C6=O)sc2c(OC)c2ccsc12,COc1c2cc(-c3cc4c5cc6c(cc5c5c[cH:2]sc5c4s3)C(=O)N(C)C6=O)sc2c(OC)c2cc(-c3cc4c5cc6c(cc5c5cc(-c7cc8c(OC)c9s[cH:1]cc9c(OC)c8s7)sc5c4s3)C(=O)N(C)C6=O)sc12,25,25,True,ok
*c1ccc(C2=c3cc4c(cc3N(C)C2=O)=C(c2ccc(-c3ccc(-c5ccc(*)s5)s3)s2)C(=O)N4C)s1,17,1,CN1C(=O)C(c2cccs2)=c2cc3c(cc21)=C(c1ccc(-c2ccc(-c4cccs4)s2)s1)C(=O)N3C,CN1C(=O)C(c2ccc(-c3ccc(-c4cc[cH:2]s4)s3)s2)=c2cc3c(cc21)=C(c1cc[cH:1]s1)C(=O)N3C,17,17,True,ok
*c1ccc2c(c1)N(C)C(=O)/C2=C1/C(=O)N(C)c2cc(-c3ccc(*)c4nsnc34)ccc21,13,1,CN1C(=O)/C(=C2/C(=O)N(C)c3cc(-c4cccc5nsnc45)ccc32)c2ccccc21,CN1C(=O)/C(=C2/C(=O)N(C)c3c[cH:1]ccc32)c2ccc(-c3cc[cH:2]c4nsnc34)cc21,13,13,True,ok
