polymer,span_L,n_repeats,oligomer,oligomer_cp_mapped,cp_span_measured,cp_span_expected,span_ok,status
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5sc(-c6sc(*)c(Cl)c6Cl)c(Cl)c5Cl)cn4)=C3C(=O)N2C)nc1,17,1,CN1C(=O)C2=C(c3ccc(-c4sc(-c5scc(Cl)c5Cl)c(Cl)c4Cl)cn3)N(C)C(=O)C2=C1c1ccccn1,CN1C(=O)C2=C(c3cc[cH:1]cn3)N(C)C(=O)C2=C1c1ccc(-c2sc(-c3s[cH:2]c(Cl)c3Cl)c(Cl)c2Cl)cn1,17,17,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5sc(/C=C/c6sc(*)c(Cl)c6Cl)c(Cl)c5Cl)s4)=C3C(=O)N2C)s1,17,1,CN1C(=O)C2=C(c3ccc(-c4sc(/C=C/c5scc(Cl)c5Cl)c(Cl)c4Cl)s3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3cc[cH:1]s3)N(C)C(=O)C2=C1c1ccc(-c2sc(/C=C/c3s[cH:2]c(Cl)c3Cl)c(Cl)c2Cl)s1,17,17,True,ok
*c1ccc(-c2ccc(-c3sc(-c4nc(C(=O)OC)c(*)s4)nc3C(=O)OC)s2)s1,11,2,COC(=O)c1csc(-c2nc(C(=O)OC)c(-c3ccc(-c4ccc(-c5sc(-c6nc(C(=O)OC)c(-c7ccc(-c8cccs8)s7)s6)nc5C(=O)OC)s4)s3)s2)n1,COC(=O)c1nc(-c2nc(C(=O)OC)c(-c3ccc(-c4cc[cH:1]s4)s3)s2)sc1-c1ccc(-c2ccc(-c3sc(-c4nc(C(=O)OC)[cH:2]s4)nc3C(=O)OC)s2)s1,23,23,True,ok
*c1ccc2c(c1)N(C)C(=O)/C2=c1/cc/c(=C2C3=C(C(=O)N\2C)/C(=c2\cc/c(=C4/C(=O)N(C)c5cc(-c6ccc(-c7ccc(*)s7)s6)ccc54)s2)N(C)C3=O)s1,25,1,CN1C(=O)C2=C(C(=O)N(C)/C2=c2/cc/c(=C3/C(=O)N(C)c4cc(-c5ccc(-c6cccs6)s5)ccc43)s2)/C1=c1\cc/c(=C2/C(=O)N(C)c3ccccc32)s1,CN1C(=O)C2=C(C(=O)N(C)/C2=c2/cc/c(=C3/C(=O)N(C)c4c[cH:1]ccc43)s2)/C1=c1\cc/c(=C2/C(=O)N(C)c3cc(-c4ccc(-c5cc[cH:2]s5)s4)ccc32)s1,25,25,True,ok
*c1ccc2c(c1)N(C)C(=O)/C2=c1/cc/c(=C2C3=C(C(=O)N\2C)/C(=c2\cc/c(=C4/C(=O)N(C)c5cc(-c6cc(F)c(-c7sc(*)cc7F)s6)ccc54)s2)N(C)C3=O)s1,25,1,CN1C(=O)C2=C(C(=O)N(C)/C2=c2/cc/c(=C3/C(=O)N(C)c4cc(-c5cc(F)c(-c6sccc6F)s5)ccc43)s2)/C1=c1\cc/c(=C2/C(=O)N(C)c3ccccc32)s1,CN1C(=O)C2=C(C(=O)N(C)/C2=c2/cc/c(=C3/C(=O)N(C)c4c[cH:1]ccc43)s2)/C1=c1\cc/c(=C2/C(=O)N(C)c3cc(-c4cc(F)c(-c5s[cH:2]cc5F)s4)ccc32)s1,25,25,True,ok
*c1ccc2c(c1)N(C)C(=O)/C2=c1/cc/c(=C2C3=C(C(=O)N\2C)/C(=c2\cc/c(=C4/C(=O)N(C)c5cc(-c6cc(OC)c(-c7sc(*)cc7OC)s6)ccc54)s2)N(C)C3=O)s1,25,1,COc1ccsc1-c1sc(-c2ccc3c(c2)N(C)C(=O)/C3=c2/cc/c(=C3\C4=C(C(=O)N3C)/C(=c3\cc/c(=C5/C(=O)N(C)c6ccccc65)s3)N(C)C4=O)s2)cc1OC,COc1cc(-c2ccc3c(c2)N(C)C(=O)/C3=c2/cc/c(=C3\C4=C(C(=O)N3C)/C(=c3\cc/c(=C5/C(=O)N(C)c6c[cH:1]ccc65)s3)N(C)C4=O)s2)sc1-c1s[cH:2]cc1OC,25,25,True,ok
*c1ccc(-c2ccc(-c3ccc4c(c3F)N(C)C(=O)/C4=c3/cc/c(=C4C5=C(C(=O)N\4C)/C(=c4\cc/c(=C6/C(=O)N(C)c7c6ccc(*)c7F)s4)N(C)C5=O)s3)s2)s1,25,1,CN1C(=O)C2=C(C(=O)N(C)/C2=c2/cc/c(=C3/C(=O)N(C)c4c3ccc(-c3ccc(-c5cccs5)s3)c4F)s2)/C1=c1\cc/c(=C2/C(=O)N(C)c3c(F)cccc32)s1,CN1C(=O)C2=C(C(=O)N(C)/C2=c2/cc/c(=C3/C(=O)N(C)c4c3cc[cH:2]c4F)s2)/C1=c1\cc/c(=C2/C(=O)N(C)c3c2ccc(-c2ccc(-c4cc[cH:1]s4)s2)c3F)s1,25,25,True,ok
*c1cc(F)c(-c2sc(-c3ccc4c(c3F)N(C)C(=O)/C4=c3/cc/c(=C4C5=C(C(=O)N\4C)/C(=c4\cc/c(=C6/C(=O)N(C)c7c6ccc(*)c7F)s4)N(C)C5=O)s3)cc2F)s1,25,1,CN1C(=O)C2=C(C(=O)N(C)/C2=c2/cc/c(=C3/C(=O)N(C)c4c3ccc(-c3cc(F)c(-c5sccc5F)s3)c4F)s2)/C1=c1\cc/c(=C2/C(=O)N(C)c3c(F)cccc32)s1,CN1C(=O)C2=C(C(=O)N(C)/C2=c2/cc/c(=C3/C(=O)N(C)c4c3cc[cH:2]c4F)s2)/C1=c1\cc/c(=C2/C(=O)N(C)c3c2ccc(-c2cc(F)c(-c4s[cH:1]cc4F)s2)c3F)s1,25,25,True,ok
*c1ccc(-c2ccc(-c3sc(-c4c5nsnc5c(-c5cc(C)c(*)s5)c5nc6c(nc45)-c4ccc5c7c(ccc-6c47)C(=O)N(C)C5=O)cc3C)s2)s1,15,1,Cc1csc(-c2c3nsnc3c(-c3cc(C)c(-c4ccc(-c5cccs5)s4)s3)c3nc4c(nc23)-c2ccc3c5c(ccc-4c25)C(=O)N(C)C3=O)c1,Cc1cc(-c2c3nsnc3c(-c3cc(C)[cH:2]s3)c3nc4c(nc23)-c2ccc3c5c(ccc-4c25)C(=O)N(C)C3=O)sc1-c1ccc(-c2cc[cH:1]s2)s1,15,15,True,ok
*c1cc2c(s1)-c1sc(C3=C4C(=O)N(C)C(c5cc6c(s5)-c5sc(-c7c(F)c(F)c(*)c8nsnc78)cc5C6(C)C)=C4C(=O)N3C)cc1C2(C)C,19,1,CN1C(=O)C2=C(c3cc4c(s3)-c3sc(-c5c(F)c(F)cc6nsnc56)cc3C4(C)C)N(C)C(=O)C2=C1c1cc2c(s1)-c1sccc1C2(C)C,CN1C(=O)C2=C(c3cc4c(s3)-c3s[cH:1]cc3C4(C)C)N(C)C(=O)C2=C1c1cc2c(s1)-c1sc(-c3c(F)c(F)[cH:2]c4nsnc34)cc1C2(C)C,19,19,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5sc(/C=C/c6sc(*)c(F)c6C#N)c(C#N)c5F)s4)=C3C(=O)N2C)s1,17,1,CN1C(=O)C2=C(c3ccc(-c4sc(/C=C/c5scc(F)c5C#N)c(C#N)c4F)s3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3cc[cH:1]s3)N(C)C(=O)C2=C1c1ccc(-c2sc(/C=C/c3s[cH:2]c(F)c3C#N)c(C#N)c2F)s1,17,17,True,ok
*c1ccc2c(c1)N(C)C(=O)/C2=c1\s/c(=c2/s/c(=C3\C(=O)N(C)c4cc(-c5ccc(-c6ccc(*)s6)s5)ccc43)c3c2Oc2ccccc2O3)c2c1Oc1ccccc1O2,21,1,CN1C(=O)/C(=c2\s/c(=c3/s/c(=C4\C(=O)N(C)c5cc(-c6ccc(-c7cccs7)s6)ccc54)c4c3Oc3ccccc3O4)c3c2Oc2ccccc2O3)c2ccccc21,CN1C(=O)/C(=c2\s/c(=c3/s/c(=C4\C(=O)N(C)c5c[cH:1]ccc54)c4c3Oc3ccccc3O4)c3c2Oc2ccccc2O3)c2ccc(-c3ccc(-c4cc[cH:2]s4)s3)cc21,21,21,True,ok
*c1cc2c(OC)c3sc(-c4cc5sc6c7sc8cc(*)sc8c7c(=O)n(C)c(=O)c6c5s4)cc3c(OC)c2s1,16,1,COc1c2cc(-c3cc4sc5c6sc7ccsc7c6c(=O)n(C)c(=O)c5c4s3)sc2c(OC)c2ccsc12,COc1c2c[cH:1]sc2c(OC)c2cc(-c3cc4sc5c6sc7c[cH:2]sc7c6c(=O)n(C)c(=O)c5c4s3)sc12,16,16,True,ok
*c1cc2c(-c3ccc(C)s3)c3sc(-c4cc5sc6c7sc8cc(*)sc8c7c(=O)n(C)c(=O)c6c5s4)cc3c(-c3ccc(C)s3)c2s1,16,1,Cc1ccc(-c2c3cc(-c4cc5sc6c7sc8ccsc8c7c(=O)n(C)c(=O)c6c5s4)sc3c(-c3ccc(C)s3)c3ccsc23)s1,Cc1ccc(-c2c3c[cH:1]sc3c(-c3ccc(C)s3)c3cc(-c4cc5sc6c7sc8c[cH:2]sc8c7c(=O)n(C)c(=O)c6c5s4)sc23)s1,16,16,True,ok
*c1ccc2c(n1)N(C)C(=O)/C2=C1/C(=O)N(C)c2cc(-c3cc4c(s3)/C(=C3\C(=O)N(C)c5nc(-c6ccc(/C=C/c7ccc(*)s7)s6)ccc53)C(=O)N4C)sc21,25,1,CN1C(=O)/C(=C2/C(=O)N(C)c3ncccc32)c2sc(-c3cc4c(s3)/C(=C3\C(=O)N(C)c5nc(-c6ccc(/C=C/c7cccs7)s6)ccc53)C(=O)N4C)cc21,CN1C(=O)/C(=C2/C(=O)N(C)c3nc(-c4ccc(/C=C/c5cc[cH:2]s5)s4)ccc32)c2sc(-c3cc4c(s3)/C(=C3\C(=O)N(C)c5n[cH:1]ccc53)C(=O)N4C)cc21,25,25,True,ok
*c1ccc2c(n1)N(C)C(=O)/C2=C1/C(=O)N(C)c2cc(/C=C/c3cc4c(s3)/C(=C3\C(=O)N(C)c5nc(-c6ccc(/C=C/c7ccc(*)s7)s6)ccc53)C(=O)N4C)sc21,27,1,CN1C(=O)/C(=C2/C(=O)N(C)c3ncccc32)c2sc(/C=C/c3cc4c(s3)/C(=C3\C(=O)N(C)c5nc(-c6ccc(/C=C/c7cccs7)s6)ccc53)C(=O)N4C)cc21,CN1C(=O)/C(=C2/C(=O)N(C)c3nc(-c4ccc(/C=C/c5cc[cH:2]s5)s4)ccc32)c2sc(/C=C/c3cc4c(s3)/C(=C3\C(=O)N(C)c5n[cH:1]ccc53)C(=O)N4C)cc21,27,27,True,ok
*c1ncc(-c2ccc3c(c2F)N(C)C(=O)/C3=C2/C(=O)N(C)c3c2ccc(-c2cnc(*)s2)c3F)s1,15,1,CN1C(=O)/C(=C2/C(=O)N(C)c3c2ccc(-c2cncs2)c3F)c2ccc(-c3cncs3)c(F)c21,CN1C(=O)/C(=C2/C(=O)N(C)c3c2ccc(-c2cn[cH:2]s2)c3F)c2ccc(-c3cn[cH:1]s3)c(F)c21,15,15,True,ok
*c1ccc(-c2sc3c4c(=O)n(C)c(=O)c5c(*)sc(c6c(=O)n(C)c(=O)c2c36)c54)s1,9,2,Cn1c(=O)c2csc3c4c(=O)n(C)c(=O)c5c(-c6ccc(-c7sc8c9c(=O)n(C)c(=O)c%10c(-c%11cccs%11)sc(c%11c(=O)n(C)c(=O)c7c8%11)c%109)s6)sc(c(c1=O)c23)c54,Cn1c(=O)c2c(-c3ccc(-c4sc5c6c(=O)n(C)c(=O)c7c6c(s[cH:2]7)c6c(=O)n(C)c(=O)c4c56)s3)sc3c4c(=O)n(C)c(=O)c5c(-c6cc[cH:1]s6)sc(c(c1=O)c23)c54,19,19,True,ok
*c1ccc(-c2ccc(-c3sc4c5c(=O)n(C)c(=O)c6c(*)sc(c7c(=O)n(C)c(=O)c3c47)c65)s2)s1,12,2,Cn1c(=O)c2csc3c4c(=O)n(C)c(=O)c5c(-c6ccc(-c7ccc(-c8sc9c%10c(=O)n(C)c(=O)c%11c(-c%12ccc(-c%13cccs%13)s%12)sc(c%12c(=O)n(C)c(=O)c8c9%12)c%11%10)s7)s6)sc(c(c1=O)c23)c54,Cn1c(=O)c2c(-c3ccc(-c4ccc(-c5sc6c7c(=O)n(C)c(=O)c8c7c(s[cH:2]8)c7c(=O)n(C)c(=O)c5c67)s4)s3)sc3c4c(=O)n(C)c(=O)c5c(-c6ccc(-c7cc[cH:1]s7)s6)sc(c(c1=O)c23)c54,25,25,True,ok
*c1ccc2c(c1F)N(C)C(=O)C2=c1cc/c(=C2C3=C(C(=O)N\2C)/C(=c2\ccc(=C4C(=O)N(C)c5c4ccc(-c4sc(/C=C/c6sc(*)c(F)c6F)c(F)c4F)c5F)o2)N(C)C3=O)o1,27,1,CN1C(=O)C2=C(C(=O)N(C)/C2=c2/ccc(=C3C(=O)N(C)c4c3ccc(-c3sc(/C=C/c5scc(F)c5F)c(F)c3F)c4F)o2)/C1=c1\ccc(=C2C(=O)N(C)c3c(F)cccc32)o1,CN1C(=O)C2=C(C(=O)N(C)/C2=c2/ccc(=C3C(=O)N(C)c4c3cc[cH:1]c4F)o2)/C1=c1\ccc(=C2C(=O)N(C)c3c2ccc(-c2sc(/C=C/c4s[cH:2]c(F)c4F)c(F)c2F)c3F)o1,27,27,True,ok
*c1ccc2c(c1F)N(C)C(=O)C2=c1cc/c(=C2C3=C(C(=O)N\2C)/C(=c2\ccc(=C4C(=O)N(C)c5c4ccc(-c4sc(/C=C/c6sc(*)c(F)c6F)c(F)c4F)c5F)s2)N(C)C3=O)s1,27,1,CN1C(=O)C2=C(C(=O)N(C)/C2=c2/ccc(=C3C(=O)N(C)c4c3ccc(-c3sc(/C=C/c5scc(F)c5F)c(F)c3F)c4F)s2)/C1=c1\ccc(=C2C(=O)N(C)c3c(F)cccc32)s1,CN1C(=O)C2=C(C(=O)N(C)/C2=c2/ccc(=C3C(=O)N(C)c4c3cc[cH:1]c4F)s2)/C1=c1\ccc(=C2C(=O)N(C)c3c2ccc(-c2sc(/C=C/c4s[cH:2]c(F)c4F)c(F)c2F)c3F)s1,27,27,True,ok
*c1ccc2c(c1)N(C)C(=O)/C2=C1/C(=O)N(C)c2cc(-c3cc4c(s3)/C(=C3\c5ccccc5-c5cc(*)sc53)c3ccccc3-4)ccc21,17,1,CN1C(=O)/C(=C2/C(=O)N(C)c3cc(-c4cc5c(s4)/C(=C4\c6ccccc6-c6ccsc64)c4ccccc4-5)ccc32)c2ccccc21,CN1C(=O)/C(=C2/C(=O)N(C)c3c[cH:1]ccc32)c2ccc(-c3cc4c(s3)/C(=C3\c5ccccc5-c5c[cH:2]sc53)c3ccccc3-4)cc21,17,17,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5cc6c(s5)/C(=C5\c7ccccc7-c7cc(*)sc75)c5ccccc5-6)s4)=C3C(=O)N2C)s1,17,1,CN1C(=O)C2=C(c3ccc(-c4cc5c(s4)/C(=C4\c6ccccc6-c6ccsc64)c4ccccc4-5)s3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3cc[cH:1]s3)N(C)C(=O)C2=C1c1ccc(-c2cc3c(s2)/C(=C2\c4ccccc4-c4c[cH:2]sc42)c2ccccc2-3)s1,17,17,True,ok
*c1cc2cc(C)c3c4sc(-c5sc(-c6c(F)c(F)c(-c7cc(C)c(*)s7)c7nsnc67)cc5C)cc4cc(C)c3c2s1,17,1,Cc1csc(-c2c(F)c(F)c(-c3cc(C)c(-c4cc5cc(C)c6c7sccc7cc(C)c6c5s4)s3)c3nsnc23)c1,Cc1cc(-c2c(F)c(F)c(-c3cc(C)[cH:2]s3)c3nsnc23)sc1-c1cc2cc(C)c3c4s[cH:1]cc4cc(C)c3c2s1,17,17,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5ccc(-c6cc(-c7ccc(*)s7)c7cccccc6-7)s5)s4)=C3C(=O)N2C)s1,18,1,CN1C(=O)C2=C(c3ccc(-c4ccc(-c5cc(-c6cccs6)c6cccccc5-6)s4)s3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3cc[cH:1]s3)N(C)C(=O)C2=C1c1ccc(-c2ccc(-c3cc(-c4cc[cH:2]s4)c4cccccc3-4)s2)s1,18,18,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5cc(*)c6cccccc5-6)s4)=C3C(=O)N2C)s1,12,2,CN1C(=O)C2=C(c3ccc(-c4cc(-c5ccc(C6=C7C(=O)N(C)C(c8ccc(-c9ccc%10cccccc9-%10)s8)=C7C(=O)N6C)s5)c5cccccc4-5)s3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3ccc(-c4c[cH:2]c5cccccc4-5)s3)N(C)C(=O)C2=C1c1ccc(-c2cc(-c3ccc(C4=C5C(=O)N(C)C(c6cc[cH:1]s6)=C5C(=O)N4C)s3)c3cccccc2-3)s1,25,25,True,ok
*c1ccc(-c2ccc(-c3sc(-c4ccc5c(c4F)N(C)C(=O)/C5=C4/C(=O)N(C)c5c4ccc(-c4cc(C)c(*)s4)c5F)cc3C)s2)s1,21,1,Cc1csc(-c2ccc3c(c2F)N(C)C(=O)/C3=C2/C(=O)N(C)c3c2ccc(-c2cc(C)c(-c4ccc(-c5cccs5)s4)s2)c3F)c1,Cc1cc(-c2ccc3c(c2F)N(C)C(=O)/C3=C2/C(=O)N(C)c3c2ccc(-c2cc(C)[cH:2]s2)c3F)sc1-c1ccc(-c2cc[cH:1]s2)s1,21,21,True,ok
*c1ccc(-c2sc3c(-c4ccc(C)s4)c(*)sc3c2-c2ccc(C)s2)s1,7,2,Cc1ccc(-c2csc3c(-c4ccc(C)s4)c(-c4ccc(-c5sc6c(-c7ccc(C)s7)c(-c7cccs7)sc6c5-c5ccc(C)s5)s4)sc23)s1,Cc1ccc(-c2c(-c3ccc(-c4sc5c(-c6ccc(C)s6)[cH:2]sc5c4-c4ccc(C)s4)s3)sc3c(-c4ccc(C)s4)c(-c4cc[cH:1]s4)sc23)s1,15,15,True,ok
*c1ccc(-c2ccc(-c3sc4c(-c5ccc(C)s5)c(*)sc4c3-c3ccc(C)s3)s2)s1,10,2,Cc1ccc(-c2csc3c(-c4ccc(C)s4)c(-c4ccc(-c5ccc(-c6sc7c(-c8ccc(C)s8)c(-c8ccc(-c9cccs9)s8)sc7c6-c6ccc(C)s6)s5)s4)sc23)s1,Cc1ccc(-c2c(-c3ccc(-c4ccc(-c5sc6c(-c7ccc(C)s7)[cH:2]sc6c5-c5ccc(C)s5)s4)s3)sc3c(-c4ccc(C)s4)c(-c4ccc(-c5cc[cH:1]s5)s4)sc23)s1,21,21,True,ok
*c1cc2sc(-c3sc4c(-c5ccc(C)s5)c(*)sc4c3-c3ccc(C)s3)cc2s1,9,2,Cc1ccc(-c2csc3c(-c4ccc(C)s4)c(-c4cc5sc(-c6sc7c(-c8ccc(C)s8)c(-c8cc9sccc9s8)sc7c6-c6ccc(C)s6)cc5s4)sc23)s1,Cc1ccc(-c2c(-c3cc4sc(-c5sc6c(-c7ccc(C)s7)[cH:2]sc6c5-c5ccc(C)s5)cc4s3)sc3c(-c4ccc(C)s4)c(-c4cc5s[cH:1]cc5s4)sc23)s1,19,19,True,ok
*c1cc2sc3c(c2s1)C(C)(C)c1c-3sc2cc(-c3ccc(*)c4nsnc34)sc12,12,2,CC1(C)c2c(sc3ccsc23)-c2sc3cc(-c4ccc(-c5cc6sc7c(c6s5)C(C)(C)c5c-7sc6cc(-c7cccc8nsnc78)sc56)c5nsnc45)sc3c21,CC1(C)c2c(sc3cc(-c4ccc(-c5cc6sc7c(c6s5)C(C)(C)c5c-7sc6c[cH:1]sc56)c5nsnc45)sc23)-c2sc3cc(-c4cc[cH:2]c5nsnc45)sc3c21,25,25,True,ok
*c1cc2sc3c(c2s1)C(C)(C)c1c-3sc2cc(-c3c(F)c(F)c(*)c4nsnc34)sc12,12,2,CC1(C)c2c(sc3ccsc23)-c2sc3cc(-c4c(F)c(F)c(-c5cc6sc7c(c6s5)C(C)(C)c5c-7sc6cc(-c7c(F)c(F)cc8nsnc78)sc56)c5nsnc45)sc3c21,CC1(C)c2c(sc3cc(-c4c(F)c(F)c(-c5cc6sc7c(c6s5)C(C)(C)c5c-7sc6c[cH:1]sc56)c5nsnc45)sc23)-c2sc3cc(-c4c(F)c(F)[cH:2]c5nsnc45)sc3c21,25,25,True,ok
*c1cc2sc3c(cc(C)c4c5sc6cc(-c7ccc(*)c8nsnc78)sc6c5cc(C)c34)c2s1,15,1,Cc1cc2c3sc(-c4cccc5nsnc45)cc3sc2c2c(C)cc3c4sccc4sc3c12,Cc1cc2c3s[cH:1]cc3sc2c2c(C)cc3c4sc(-c5cc[cH:2]c6nsnc56)cc4sc3c12,15,15,True,ok
*c1cc2sc3c(cc(C)c4c5sc6cc(-c7c(F)c(F)c(*)c8nsnc78)sc6c5cc(C)c34)c2s1,15,1,Cc1cc2c3sc(-c4c(F)c(F)cc5nsnc45)cc3sc2c2c(C)cc3c4sccc4sc3c12,Cc1cc2c3s[cH:1]cc3sc2c2c(C)cc3c4sc(-c5c(F)c(F)[cH:2]c6nsnc56)cc4sc3c12,15,15,True,ok
*c1ccc2c(c1)N(C)C(=O)/C2=C1/C(=O)N(C)c2cc(-c3cc4sc5c(cc(C)c6c7sc8cc(*)sc8c7cc(C)c56)c4s3)ccc21,21,1,Cc1cc2c3sc(-c4ccc5c(c4)N(C)C(=O)/C5=C4/C(=O)N(C)c5ccccc54)cc3sc2c2c(C)cc3c4sccc4sc3c12,Cc1cc2c3s[cH:2]cc3sc2c2c(C)cc3c4sc(-c5ccc6c(c5)N(C)C(=O)/C6=C5/C(=O)N(C)c6c[cH:1]ccc65)cc4sc3c12,21,21,True,ok
*c1ccc2c(c1)c(=O)n(C)c1nc3cc4nc5c6ccc(-c7cc(F)c(-c8sc(*)cc8F)s7)cc6c(=O)n(C)c5nc4cc3nc21,21,1,Cn1c(=O)c2ccccc2c2nc3cc4nc5c(nc4cc3nc21)c1ccc(-c2cc(F)c(-c3sccc3F)s2)cc1c(=O)n5C,Cn1c(=O)c2cc(-c3cc(F)c(-c4s[cH:2]cc4F)s3)ccc2c2nc3cc4nc5c(nc4cc3nc21)c1cc[cH:1]cc1c(=O)n5C,21,21,True,ok
*c1cc2c(=O)n(C)c(=O)c3cc(-c4cc5c(=O)n(C)c(=O)c6nc(-c7nc8c(=O)n(C)c(=O)c9cc(*)sc9c8s7)sc6c5s4)sc3c2s1,17,1,Cn1c(=O)c2ccsc2c2sc(-c3cc4c(=O)n(C)c(=O)c5nc(-c6nc7c(=O)n(C)c(=O)c8ccsc8c7s6)sc5c4s3)cc2c1=O,Cn1c(=O)c2cc(-c3cc4c(=O)n(C)c(=O)c5nc(-c6nc7c(=O)n(C)c(=O)c8c[cH:2]sc8c7s6)sc5c4s3)sc2c2s[cH:1]cc2c1=O,17,17,True,ok
*c1ccc(-c2sc(C3=C4C(=O)N(C)C(c5cc(C#N)c(*)s5)=C4C(=O)N3C)cc2C#N)s1,12,2,CN1C(=O)C2=C(c3cc(C#N)c(-c4ccc(-c5sc(C6=C7C(=O)N(C)C(c8cc(C#N)c(-c9cccs9)s8)=C7C(=O)N6C)cc5C#N)s4)s3)N(C)C(=O)C2=C1c1cc(C#N)cs1,CN1C(=O)C2=C(c3cc(C#N)c(-c4cc[cH:1]s4)s3)N(C)C(=O)C2=C1c1cc(C#N)c(-c2ccc(-c3sc(C4=C5C(=O)N(C)C(c6cc(C#N)[cH:2]s6)=C5C(=O)N4C)cc3C#N)s2)s1,25,25,True,ok
*c1ccc2c(n1)N(C)C(=O)/C2=C1/C(=O)N(C)c2cc(/C(F)=C(\F)c3cc4c(s3)/C(=C3\C(=O)N(C)c5nc(-c6ccc(/C=C/c7ccc(*)s7)s6)ccc53)C(=O)N4C)sc21,27,1,CN1C(=O)/C(=C2/C(=O)N(C)c3ncccc32)c2sc(/C(F)=C(\F)c3cc4c(s3)/C(=C3\C(=O)N(C)c5nc(-c6ccc(/C=C/c7cccs7)s6)ccc53)C(=O)N4C)cc21,CN1C(=O)/C(=C2/C(=O)N(C)c3nc(-c4ccc(/C=C/c5cc[cH:2]s5)s4)ccc32)c2sc(/C(F)=C(\F)c3cc4c(s3)/C(=C3\C(=O)N(C)c5n[cH:1]ccc53)C(=O)N4C)cc21,27,27,True,ok
*c1ccc2c(n1)N(C)C(=O)/C2=C1/C(=O)N(C)c2cc(/C(F)=C(\F)c3cc4c(s3)/C(=C3\C(=O)N(C)c5nc(-c6ccc(/C(F)=C(\F)c7ccc(*)s7)s6)ccc53)C(=O)N4C)sc21,27,1,CN1C(=O)/C(=C2/C(=O)N(C)c3ncccc32)c2sc(/C(F)=C(\F)c3cc4c(s3)/C(=C3\C(=O)N(C)c5nc(-c6ccc(/C(F)=C(\F)c7cccs7)s6)ccc53)C(=O)N4C)cc21,CN1C(=O)/C(=C2/C(=O)N(C)c3nc(-c4ccc(/C(F)=C(\F)c5cc[cH:2]s5)s4)ccc32)c2sc(/C(F)=C(\F)c3cc4c(s3)/C(=C3\C(=O)N(C)c5n[cH:1]ccc53)C(=O)N4C)cc21,27,27,True,ok
*c1ccc2c(c1)N(C)C(=O)/C2=C1/C(=O)N(C)c2c1ccc1c3c(ccc21)/C(=C1\C(=O)N(C)c2cc(-c4ccc(*)s4)ccc21)C(=O)N3C,20,1,CN1C(=O)/C(=C2/C(=O)N(C)c3c2ccc2c4c(ccc32)/C(=C2\C(=O)N(C)c3cc(-c5cccs5)ccc32)C(=O)N4C)c2ccccc21,CN1C(=O)/C(=C2/C(=O)N(C)c3c2ccc2c4c(ccc32)/C(=C2\C(=O)N(C)c3c[cH:1]ccc32)C(=O)N4C)c2ccc(-c3cc[cH:2]s3)cc21,20,20,True,ok
*c1ccc2c(c1)N(C)C(=O)/C2=C1/C(=O)N(C)c2c1ccc1c3c(ccc21)/C(=C1\C(=O)N(C)c2cc(-c4ccc(-c5ccc(*)s5)s4)ccc21)C(=O)N3C,23,1,CN1C(=O)/C(=C2/C(=O)N(C)c3c2ccc2c4c(ccc32)/C(=C2\C(=O)N(C)c3cc(-c5ccc(-c6cccs6)s5)ccc32)C(=O)N4C)c2ccccc21,CN1C(=O)/C(=C2/C(=O)N(C)c3c2ccc2c4c(ccc32)/C(=C2\C(=O)N(C)c3c[cH:1]ccc32)C(=O)N4C)c2ccc(-c3ccc(-c4cc[cH:2]s4)s3)cc21,23,23,True,ok
*c1ccc(/C=C/c2ccc(-c3ccc(C4=C5C(=O)N(C)C(c6ccc(*)s6)=C5C(=O)N4C)s3)cc2F)c(F)c1,19,1,CN1C(=O)C2=C(c3ccc(-c4ccc(/C=C/c5ccccc5F)c(F)c4)s3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3cc[cH:2]s3)N(C)C(=O)C2=C1c1ccc(-c2ccc(/C=C/c3cc[cH:1]cc3F)c(F)c2)s1,19,19,True,ok
*/C=C/c1cc2c3c(c(/C=C/c4cc5sc(*)cc5s4)cc4c3c1C(=O)N(C)C4=O)C(=O)N(C)C2=O,14,1,C=Cc1cc2c3c(c(/C=C/c4cc5sccc5s4)cc4c3c1C(=O)N(C)C4=O)C(=O)N(C)C2=O,CN1C(=O)c2cc(/C=C/c3cc4s[cH:2]cc4s3)c3c4c(cc(C=[CH2:1])c(c24)C1=O)C(=O)N(C)C3=O,14,14,True,ok
